QCD	800	810	64.7261	8.06247
TT	800	810	0.0819426	0.0145649
WJets	800	810	0.154532	0.0540059
DY	800	810	0.0373883	0.0169368
QCD	810	820	48.7775	7.00021
TT	810	820	0.0868949	0.0154954
WJets	810	820	0.11893	0.0505015
DY	810	820	0.0166455	0.0115034
QCD	820	830	39.707	6.32489
TT	820	830	0.0925282	0.0161581
WJets	820	830	0.171386	0.0613415
DY	820	830	0.0291227	0.0156033
QCD	830	840	46.7605	6.85587
TT	830	840	0.0978243	0.016802
WJets	830	840	0.119782	0.0496046
DY	830	840	0.0219438	0.0137164
QCD	840	850	45.6715	6.78263
TT	840	850	0.0923538	0.0151933
WJets	840	850	0.208467	0.0603098
DY	840	850	0.0276815	0.01354
QCD	850	860	49.6899	7.09296
TT	850	860	0.121505	0.0181779
WJets	850	860	0.17393	0.556417
DY	850	860	0.0146485	0.0100692
QCD	860	870	56.7528	7.55001
TT	860	870	0.104571	0.0162989
WJets	860	870	0.112534	0.043946
DY	860	870	0.0301204	0.0210221
QCD	870	880	52.6355	7.28046
TT	870	880	0.114354	0.0173679
WJets	870	880	0.232075	0.0684864
DY	870	880	0.0180365	0.0125318
QCD	880	890	53.6508	7.34875
TT	880	890	0.111018	0.0174592
WJets	880	890	0.175042	0.0576827
DY	880	890	0.0630914	0.0230716
QCD	890	900	61.6532	8.51989
TT	890	900	0.076803	0.0137505
WJets	890	900	3.21915	2.75461
DY	890	900	0.0508204	0.0201503
QCD	900	910	63.6205	8.00031
TT	900	910	0.122486	0.0172611
WJets	900	910	0.209282	0.0645564
DY	900	910	0.0476844	0.0205801
QCD	910	920	58.5948	7.68148
TT	910	920	0.13995	0.0195149
WJets	910	920	0.22335	0.0661258
DY	910	920	0.0418789	0.0185958
QCD	920	930	56.9088	8.17875
TT	920	930	0.140042	0.0196466
WJets	920	930	2.90132	2.62511
DY	920	930	0.0498123	0.0200511
QCD	930	940	43.653	6.63359
TT	930	940	0.114227	0.017097
WJets	930	940	0.167631	0.0585748
DY	930	940	0.0651801	0.0280148
QCD	940	950	41.5422	6.48123
TT	940	950	0.127429	0.017868
WJets	940	950	0.286391	0.0754944
DY	940	950	0.0439748	0.01784
QCD	950	960	52.6271	7.28046
TT	950	960	0.101158	0.016154
WJets	950	960	0.254089	0.0689532
DY	950	960	0.0176622	0.0118591
QCD	960	970	47.6184	6.92856
TT	960	970	0.149484	0.0195471
WJets	960	970	0.232088	0.0678383
DY	960	970	0	0
QCD	970	980	48.9734	7.65473
TT	970	980	0.186011	0.0221348
WJets	970	980	2.83904	2.56795
DY	970	980	0.00153059	0.00305026
QCD	980	990	50.7223	7.14163
TT	980	990	0.106558	0.0157078
WJets	980	990	0.139032	0.0485855
DY	980	990	0.0321421	0.0151757
QCD	990	1000	48.5498	7.00044
TT	990	1000	0.135084	0.0192452
WJets	990	1000	0.291671	0.0748523
DY	990	1000	0.0234587	0.0133132
QCD	1000	1010	31.6863	5.65714
TT	1000	1010	0.116182	0.0168884
WJets	1000	1010	0.155428	0.0511937
DY	1000	1010	0.0421383	0.0188822
QCD	1010	1020	40.6383	6.40349
TT	1010	1020	0.126361	0.0178021
WJets	1010	1020	0.195552	0.0636103
DY	1010	1020	0.0398347	0.0191378
QCD	1020	1030	45.6362	6.78267
TT	1020	1030	0.119057	0.0161782
WJets	1020	1030	0.220306	0.064055
DY	1020	1030	0.0244491	0.0147151
QCD	1030	1040	50.7075	7.14163
TT	1030	1040	0.11574	0.0171571
WJets	1030	1040	0.142262	0.0487978
DY	1030	1040	0.0344627	0.0159222
QCD	1040	1050	34.7031	6.71486
TT	1040	1050	0.113121	0.0174966
WJets	1040	1050	3.15514	2.66247
DY	1040	1050	0.0286167	0.0166468
QCD	1050	1060	36.5694	6.08324
TT	1050	1060	0.148474	0.0194237
WJets	1050	1060	0.224067	0.0681862
DY	1050	1060	0.0580575	0.0271575
QCD	1060	1070	40.7461	6.40331
TT	1060	1070	0.107723	0.0167678
WJets	1060	1070	0.10867	0.041725
DY	1060	1070	0.0374953	0.0173623
QCD	1070	1080	39.7533	6.32471
TT	1070	1080	0.101234	0.0157756
WJets	1070	1080	0.118307	0.0379478
DY	1070	1080	0.0271098	0.0166836
QCD	1080	1090	32.6311	5.74498
TT	1080	1090	0.0893095	0.0150591
WJets	1080	1090	0.225006	0.0625795
DY	1080	1090	0.0545997	0.0255767
QCD	1090	1100	40.6826	6.40341
TT	1090	1100	0.0948809	0.015097
WJets	1090	1100	0.195144	0.0561361
